Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Open Access,Source,EID
"Ivanou M., Mikhel S., Savin S.","57205614485;57203955171;55978984900;","Robot description formats and approaches: Review",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124704017&doi=10.1109%2fNIR52917.2021.9666120&partnerID=40&md5=72117d6910fc90b6ab573655cb15345f","Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation","Ivanou, M., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation; Mikhel, S., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation; Savin, S., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124704017
"Demian A., Ostanin M., Klimchik A.","57454951000;57203783042;37016245900;","Dynamic Object Grasping in Human-Robot Cooperation Based on Mixed-Reality",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9665812","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124702646&doi=10.1109%2fNIR52917.2021.9665812&partnerID=40&md5=843a3fb645262d01f2c0eb1e06d968b2","Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation; Innopolis University, Robotics and Computer Vision Institute, Innopolis, Russian Federation","Demian, A., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation; Ostanin, M., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation; Klimchik, A., Innopolis University, Robotics and Computer Vision Institute, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124702646
"Zhuchkov A.","57219412145;","Analyzing the Effectiveness of Image Augmentations for Face Recognition from Limited Data",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124700753&doi=10.1109%2fNIR52917.2021.9666135&partnerID=40&md5=ec0261ad365588fcfd97f484817441f2","Innopolis University, Innopolis, Russian Federation","Zhuchkov, A., Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85124700753
"Kiselev S., Maksudov B., Mustafaev T., Kuleev R., Ibragimov B.","57220034167;57219621465;57210314945;22134759700;40761505000;","Automating cardiothoracic ratio measurements in chest X-rays",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124700087&doi=10.1109%2fNIR52917.2021.9666142&partnerID=40&md5=d18343b84dd49f88785db2f09ad20b80","Innopolis University, Institute of Artificial Intelligence, Innopolis, Russian Federation; University of Copenhagen, Copenhagen, Denmark","Kiselev, S., Innopolis University, Institute of Artificial Intelligence, Innopolis, Russian Federation; Maksudov, B., Innopolis University, Institute of Artificial Intelligence, Innopolis, Russian Federation; Mustafaev, T., Innopolis University, Institute of Artificial Intelligence, Innopolis, Russian Federation; Kuleev, R., Innopolis University, Institute of Artificial Intelligence, Innopolis, Russian Federation; Ibragimov, B., Innopolis University, Institute of Artificial Intelligence, Innopolis, Russian Federation, University of Copenhagen, Copenhagen, Denmark",Conference Paper,"Final","",Scopus,2-s2.0-85124700087
"Sabirova A., Nedelchev S., Gaponov I.","57209074888;57200310148;24922859900;","Parameter Identification in Mechanical Systems with Energy-Based Regressor: Preliminary Study",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9665801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124699495&doi=10.1109%2fNIR52917.2021.9665801&partnerID=40&md5=a0eb09af1c4717a796665c8df82df0a1","Innopolis University, Institute of Robotics and Computer Vision, Innopolis, Russian Federation","Sabirova, A., Innopolis University, Institute of Robotics and Computer Vision, Innopolis, Russian Federation; Nedelchev, S., Innopolis University, Institute of Robotics and Computer Vision, Innopolis, Russian Federation; Gaponov, I., Innopolis University, Institute of Robotics and Computer Vision, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124699495
"Nenakhov I., Mazhitov R., Artemov K., Zabihifar S., Semochkin A., Kolyubin S.","57454689500;57454948900;57202985289;57200209456;57192668707;35303066700;","Continuous learning with random memory for object detection in robotic applications",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124699200&doi=10.1109%2fNIR52917.2021.9666113&partnerID=40&md5=883f975621123131421546749e2311d5","ITMO University, Biomechatronics and Energy-Efficient, Robotics Lab, St. Petersburg, Russian Federation; PJSC Sberbank, Sber Robotics Laboratory, Moscow, Russian Federation; Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation","Nenakhov, I., ITMO University, Biomechatronics and Energy-Efficient, Robotics Lab, St. Petersburg, Russian Federation; Mazhitov, R., ITMO University, Biomechatronics and Energy-Efficient, Robotics Lab, St. Petersburg, Russian Federation; Artemov, K., ITMO University, Biomechatronics and Energy-Efficient, Robotics Lab, St. Petersburg, Russian Federation; Zabihifar, S., PJSC Sberbank, Sber Robotics Laboratory, Moscow, Russian Federation; Semochkin, A., PJSC Sberbank, Sber Robotics Laboratory, Moscow, Russian Federation; Kolyubin, S., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124699200
"Vertash V., Aslam H., Askarbekuly N., Mazzara M.","57454946800;57193924846;57216863408;8557895400;","Introducing Gamification Into Agile Processes Of A Game Development Company",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124698939&doi=10.1109%2fNIR52917.2021.9666143&partnerID=40&md5=516e3732ee4bc40fba038c71dfc0d3a1","Innopolis University, Innopolis, Russian Federation","Vertash, V., Innopolis University, Innopolis, Russian Federation; Aslam, H., Innopolis University, Innopolis, Russian Federation; Askarbekuly, N., Innopolis University, Innopolis, Russian Federation; Mazzara, M., Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124698939
"Hassan M.A., Kulathunga G., Klimchik A.","25641111900;57193419633;37016245900;","Exploration and mapping of an indoor environment using Multirotor Aerial Vehicle",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124698786&doi=10.1109%2fNIR52917.2021.9666129&partnerID=40&md5=fce930a264a0073137c36881f231722c","Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Russian Federation","Hassan, M.A., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Russian Federation; Kulathunga, G., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Russian Federation; Klimchik, A., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124698786
"Savin S., Golousov S., Zalyaev E., Salikhzyanov A., Klimchik A.","55978984900;57211506338;57219973410;57219972307;37016245900;","Walking Robot Control with a Machine Learning-based Ground Reaction Force Predictor and Generated Linear Contact Model∗",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124697524&doi=10.1109%2fNIR52917.2021.9666093&partnerID=40&md5=3df090fcfa318e60edc06be9a4cd0d06","Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, 420500, Russian Federation; Technology Arrival Ltd, Banbury, United Kingdom; Edge Vision Ltd., Innopolis, 420500, Russian Federation","Savin, S., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, 420500, Russian Federation; Golousov, S., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, 420500, Russian Federation, Technology Arrival Ltd, Banbury, United Kingdom; Zalyaev, E., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, 420500, Russian Federation; Salikhzyanov, A., Edge Vision Ltd., Innopolis, 420500, Russian Federation; Klimchik, A., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, 420500, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124697524
"Khafizov R., Savin S.","57282614900;55978984900;","Tensegrity Topology Merging: Mixed-Integer Convex optimization-based Method",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124697304&doi=10.1109%2fNIR52917.2021.9666070&partnerID=40&md5=305358e23df44841e01b8b6f44c59782","Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, 420500, Russian Federation","Khafizov, R., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, 420500, Russian Federation; Savin, S., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, 420500, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124697304
"Ewane E.T., Mazzara M.","57454950200;8557895400;","Development of a tool for gaining relevant skills for a solid career in native Android development, focusing on today's industry",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9665811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124697238&doi=10.1109%2fNIR52917.2021.9665811&partnerID=40&md5=5876653f84e30cf43852bc3551ccfc26","Innopolis University, Dept. Software Engineering, Innopolis, Tartarstan, Russian Federation","Ewane, E.T., Innopolis University, Dept. Software Engineering, Innopolis, Tartarstan, Russian Federation; Mazzara, M., Innopolis University, Dept. Software Engineering, Innopolis, Tartarstan, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124697238
"Trihleb D., Roman V., Artem V.","57454953400;57455004900;57454643200;","Increasing performance of image processing algorithms by computing during reception",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124696154&doi=10.1109%2fNIR52917.2021.9666076&partnerID=40&md5=41411ac5f1d5648f2bdc018bbd025311","Innopolis University, Innopolis, Russian Federation","Trihleb, D., Innopolis University, Innopolis, Russian Federation; Roman, V., Innopolis University, Innopolis, Russian Federation; Artem, V., Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124696154
"Dlamini G., Kholmatova Z., Kruglov A., Succi G., Tarasau H., Valeev A.","57216151508;57219433553;57216030902;7004757466;57212001787;57219586340;","Meta-analytical Comparison Of SVM and KNN for Text Classification",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124695880&doi=10.1109%2fNIR52917.2021.9666133&partnerID=40&md5=98821635341d6ee3874ea37c0f69d4e4","Innopolis University, Innopolis, Russian Federation","Dlamini, G., Innopolis University, Innopolis, Russian Federation; Kholmatova, Z., Innopolis University, Innopolis, Russian Federation; Kruglov, A., Innopolis University, Innopolis, Russian Federation; Succi, G., Innopolis University, Innopolis, Russian Federation; Tarasau, H., Innopolis University, Innopolis, Russian Federation; Valeev, A., Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124695880
"Sellami S., Klimchik A.","57216731873;37016245900;","A deep learning based robot positioning error compensation",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124695518&doi=10.1109%2fNIR52917.2021.9666097&partnerID=40&md5=40844fb474d8ddb404467a118110e9e6","Innopolis University, Institute of Robotics and Computer Vision, Innopolis, Russian Federation","Sellami, S., Innopolis University, Institute of Robotics and Computer Vision, Innopolis, Russian Federation; Klimchik, A., Innopolis University, Institute of Robotics and Computer Vision, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124695518
"Ivanou M., Mikhel S., Maloletov A.","57205614485;57203955171;35364441900;","ROS-like framework using modern development concepts and microservices",2021,"2021 International Conference ""Nonlinearity, Information and Robotics"", NIR 2021",,,,"","",,,"10.1109/NIR52917.2021.9666141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124694586&doi=10.1109%2fNIR52917.2021.9666141&partnerID=40&md5=19e3bb9294d426bf1a1c34e74782533c","Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation","Ivanou, M., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation; Mikhel, S., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation; Maloletov, A., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85124694586
